CustomerID,Gender,Age,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,InternetService,OnlineSecurity,TechSupport,SupportCalls,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST05822,Female,58,0,Yes,No,6,Yes,Fiber optic,No,No,3,Month-to-month,Yes,Bank transfer,76.19,426.16,Yes
CUST05823,Male,68,1,No,No,72,Yes,Fiber optic,Yes,No,0,Two year,Yes,Electronic check,90.44,6675.53,No
CUST05824,Male,26,0,No,No,22,Yes,DSL,No,No,1,Month-to-month,Yes,Bank transfer,47.18,948.02,No
CUST05825,Female,47,0,Yes,Yes,53,Yes,DSL,No,No,2,Month-to-month,No,Mailed check,48.81,2398.24,No
CUST05826,Male,48,0,No,Yes,11,Yes,No,No internet service,No internet service,2,One year,Yes,Mailed check,45.29,459.73,No
CUST05827,Male,26,0,Yes,Yes,32,Yes,No,No internet service,No internet service,0,Month-to-month,Yes,Electronic check,44.79,1495.1,No
CUST05828,Female,57,0,No,No,37,Yes,DSL,No,No,0,Month-to-month,No,Bank transfer,59.67,2140.5,No
CUST05829,Female,24,0,No,No,12,Yes,Fiber optic,No,No,1,Two year,Yes,Bank transfer,89.13,1175.14,No
CUST05830,Female,44,0,Yes,No,43,Yes,DSL,No,No,7,Two year,Yes,Electronic check,64.0,2509.21,No
CUST05831,Female,37,0,No,No,16,Yes,Fiber optic,No,Yes,0,Month-to-month,No,Electronic check,73.86,1065.29,No
CUST05832,Female,26,0,Yes,No,19,No,DSL,No,No,2,One year,Yes,Mailed check,46.34,936.05,No
CUST05833,Female,65,1,No,Yes,12,Yes,Fiber optic,No,No,3,Month-to-month,Yes,Mailed check,74.52,897.0,No
CUST05834,Female,32,0,No,Yes,44,Yes,DSL,Yes,No,3,One year,Yes,Electronic check,68.49,3156.94,Yes
CUST05835,Female,32,0,Yes,No,32,Yes,Fiber optic,Yes,Yes,2,One year,Yes,Credit card,72.61,2469.67,No
CUST05836,Male,67,1,No,No,31,Yes,DSL,No,No,3,One year,Yes,Bank transfer,47.35,1546.13,No
CUST05837,Female,68,1,Yes,No,30,Yes,DSL,Yes,Yes,3,Month-to-month,Yes,Electronic check,48.94,1540.05,No
CUST05838,Female,19,0,No,No,31,Yes,Fiber optic,Yes,No,2,Month-to-month,Yes,Credit card,82.93,2490.23,No
CUST05839,Male,34,0,No,No,16,Yes,No,No internet service,No internet service,1,One year,Yes,Bank transfer,53.45,875.1,No
CUST05840,Male,59,0,No,No,41,Yes,Fiber optic,No,No,5,Month-to-month,Yes,Electronic check,81.11,3322.92,No
CUST05841,Female,63,1,No,No,14,Yes,Fiber optic,No,No,2,Two year,Yes,Credit card,87.03,1334.21,No
CUST05842,Female,75,1,No,No,30,Yes,DSL,No,No,0,Month-to-month,Yes,Mailed check,63.21,1763.62,No
CUST05843,Female,50,0,Yes,No,24,No,Fiber optic,No,No,1,Two year,Yes,Mailed check,77.61,1768.57,No
CUST05844,Male,18,0,Yes,No,18,Yes,No,No internet service,No internet service,1,Month-to-month,No,Electronic check,29.19,519.4,No
CUST05845,Female,68,1,No,No,24,Yes,DSL,Yes,No,0,Month-to-month,Yes,Credit card,62.5,1404.04,No
CUST05846,Female,27,0,Yes,No,31,Yes,Fiber optic,No,No,0,Two year,Yes,Electronic check,79.46,2551.84,No
CUST05847,Female,25,0,Yes,No,41,Yes,DSL,No,No,5,Month-to-month,Yes,Electronic check,66.88,2493.19,No
CUST05848,Female,57,0,Yes,No,27,Yes,No,No internet service,No internet service,5,Month-to-month,No,Credit card,33.15,909.39,No
CUST05849,Male,53,0,No,No,47,Yes,Fiber optic,Yes,No,3,One year,Yes,Electronic check,79.03,3805.37,No
CUST05850,Female,21,0,No,No,17,Yes,Fiber optic,No,Yes,2,Month-to-month,No,Credit card,82.31,1328.52,No
CUST05851,Male,27,0,Yes,Yes,22,Yes,No,No internet service,No internet service,2,Two year,Yes,Electronic check,35.99,742.3,No
CUST05852,Male,52,0,Yes,Yes,37,Yes,No,No internet service,No internet service,1,One year,Yes,Electronic check,30.09,1081.86,No
CUST05853,Male,32,0,No,No,11,No,No,No internet service,No internet service,2,One year,Yes,Bank transfer,33.94,347.22,No
CUST05854,Male,57,0,Yes,No,72,No,Fiber optic,No,Yes,2,Month-to-month,Yes,Mailed check,68.48,4760.01,No
CUST05855,Female,41,0,No,No,44,Yes,DSL,No,No,2,Month-to-month,No,Electronic check,67.74,3269.65,No
CUST05856,Male,52,0,No,Yes,11,Yes,Fiber optic,Yes,Yes,2,One year,No,Electronic check,69.4,768.8,No
CUST05857,Male,45,0,No,No,72,Yes,DSL,Yes,No,3,Month-to-month,Yes,Electronic check,59.67,4039.16,No
CUST05858,Male,39,0,Yes,Yes,17,Yes,Fiber optic,No,No,3,Month-to-month,Yes,Credit card,90.86,1403.72,Yes
CUST05859,Male,37,0,No,Yes,69,Yes,Fiber optic,No,No,1,One year,Yes,Electronic check,83.52,5667.61,No
CUST05860,Female,58,0,No,No,42,Yes,No,No internet service,No internet service,1,One year,No,Credit card,29.74,1333.52,No
CUST05861,Female,47,0,Yes,Yes,9,Yes,Fiber optic,No,Yes,3,Month-to-month,No,Bank transfer,83.82,708.24,Yes
CUST05862,Male,52,0,No,No,14,Yes,Fiber optic,No,Yes,0,One year,No,Bank transfer,85.1,1133.7,Yes
CUST05863,Male,51,0,Yes,No,10,Yes,DSL,Yes,No,0,Two year,Yes,Credit card,61.99,614.98,No
CUST05864,Female,30,0,No,No,21,No,DSL,No,Yes,1,Month-to-month,Yes,Electronic check,31.38,596.44,No
CUST05865,Female,70,1,No,No,47,Yes,Fiber optic,No,Yes,3,Month-to-month,No,Credit card,84.09,4064.47,No
CUST05866,Male,50,0,Yes,No,64,No,DSL,Yes,No,0,Month-to-month,Yes,Bank transfer,36.77,2402.77,No
CUST05867,Female,59,0,Yes,No,12,Yes,No,No internet service,No internet service,2,Month-to-month,Yes,Credit card,34.46,410.57,No
CUST05868,Male,69,1,Yes,No,11,Yes,DSL,Yes,No,0,One year,Yes,Mailed check,72.9,747.0,No
CUST05869,Male,71,1,Yes,No,34,Yes,Fiber optic,No,No,1,Month-to-month,No,Bank transfer,79.71,2653.27,Yes
CUST05870,Female,56,0,No,No,9,Yes,DSL,No,No,1,One year,Yes,Mailed check,66.53,651.49,No
CUST05871,Male,63,1,Yes,No,47,Yes,Fiber optic,No,Yes,2,One year,No,Electronic check,64.62,2788.8,No
CUST05872,Male,45,0,No,Yes,39,Yes,Fiber optic,No,No,1,Month-to-month,Yes,Electronic check,82.1,3225.38,Yes
CUST05873,Male,60,1,Yes,Yes,28,Yes,Fiber optic,No,No,2,Month-to-month,Yes,Bank transfer,92.63,2652.04,Yes
CUST05874,Male,36,0,No,No,45,Yes,Fiber optic,Yes,No,1,Month-to-month,No,Mailed check,85.16,3785.9,No
CUST05875,Female,59,0,No,No,44,Yes,Fiber optic,No,No,3,Month-to-month,Yes,Electronic check,65.31,2867.76,Yes
CUST05876,Male,22,0,No,Yes,13,Yes,Fiber optic,Yes,No,2,Month-to-month,Yes,Credit card,81.74,1130.71,Yes
CUST05877,Male,71,1,No,No,11,Yes,Fiber optic,No,No,1,Month-to-month,Yes,Electronic check,71.48,772.18,Yes
CUST05878,Male,32,0,No,Yes,25,No,No,No internet service,No internet service,2,Month-to-month,Yes,Credit card,23.52,535.32,No
CUST05879,Male,56,0,No,No,46,Yes,Fiber optic,No,No,0,One year,Yes,Bank transfer,79.72,3873.02,No
CUST05880,Female,18,0,No,No,13,Yes,No,No internet service,No internet service,2,Month-to-month,Yes,Credit card,20.0,236.71,No
CUST05881,Female,27,0,Yes,No,11,Yes,Fiber optic,Yes,No,1,Month-to-month,Yes,Mailed check,79.01,868.91,No
CUST05882,Male,75,1,Yes,No,12,Yes,DSL,No,No,3,Month-to-month,No,Mailed check,52.36,641.42,No
CUST05883,Female,66,1,Yes,Yes,19,Yes,No,No internet service,No internet service,2,Month-to-month,No,Electronic check,34.46,591.69,No
CUST05884,Male,30,0,No,No,2,Yes,Fiber optic,Yes,No,3,One year,Yes,Credit card,78.88,146.34,No
CUST05885,Male,25,0,No,No,14,Yes,DSL,No,No,3,Month-to-month,Yes,Mailed check,63.15,839.78,No
CUST05886,Female,65,1,No,Yes,35,Yes,DSL,Yes,No,0,One year,Yes,Bank transfer,65.91,2536.78,No
CUST05887,Male,75,1,No,No,46,Yes,DSL,Yes,No,4,Month-to-month,Yes,Electronic check,72.89,3121.77,No
CUST05888,Female,27,0,Yes,No,72,Yes,Fiber optic,Yes,Yes,1,Month-to-month,Yes,Electronic check,76.69,5958.24,No
CUST05889,Female,56,0,No,Yes,25,Yes,DSL,No,Yes,0,Two year,Yes,Credit card,55.02,1485.93,No
CUST05890,Female,34,0,Yes,No,17,Yes,Fiber optic,No,No,2,Month-to-month,No,Mailed check,83.27,1526.92,No
CUST05891,Male,61,1,Yes,No,72,Yes,Fiber optic,No,Yes,0,Month-to-month,Yes,Mailed check,67.94,4819.99,No
CUST05892,Male,42,0,No,No,27,Yes,Fiber optic,No,No,1,One year,Yes,Electronic check,89.52,2318.39,No
CUST05893,Female,25,0,Yes,No,27,Yes,DSL,Yes,No,1,One year,No,Credit card,62.11,1706.68,No
CUST05894,Female,36,0,No,No,56,Yes,DSL,Yes,Yes,3,Month-to-month,Yes,Bank transfer,51.31,3072.22,No
CUST05895,Male,49,0,No,No,7,Yes,Fiber optic,No,Yes,0,One year,No,Mailed check,74.54,563.88,No
CUST05896,Male,64,1,No,No,28,Yes,DSL,,No,2,Month-to-month,No,Credit card,58.78,1655.32,No
CUST05897,Female,19,0,Yes,No,10,Yes,DSL,No,No,0,Two year,Yes,Bank transfer,56.16,586.35,Yes
CUST05898,Male,73,1,Yes,No,6,Yes,Fiber optic,Yes,No,3,Month-to-month,Yes,Credit card,84.7,547.16,No
CUST05899,Male,55,0,Yes,Yes,14,Yes,No,No internet service,No internet service,1,Month-to-month,Yes,Electronic check,26.12,375.92,No
CUST05900,Female,68,1,No,No,67,Yes,Fiber optic,Yes,No,3,Month-to-month,Yes,Mailed check,95.09,6375.94,No
CUST05901,Female,71,1,Yes,No,7,Yes,Fiber optic,No,No,1,One year,Yes,Mailed check,86.92,574.25,No
CUST05902,Female,26,0,Yes,Yes,19,Yes,Fiber optic,Yes,No,2,Month-to-month,Yes,Electronic check,62.63,,Yes
CUST05903,Female,23,0,No,No,43,Yes,No,No internet service,No internet service,4,One year,Yes,Bank transfer,42.97,2027.62,No
CUST05904,Female,63,1,No,No,14,Yes,DSL,Yes,Yes,0,One year,No,Bank transfer,61.92,945.53,No
CUST05905,Male,28,0,No,No,72,Yes,Fiber optic,Yes,No,2,Month-to-month,No,Electronic check,83.52,5653.15,No
CUST05906,Female,26,0,Yes,No,26,Yes,Fiber optic,Yes,No,2,One year,No,Mailed check,82.03,2259.1,Yes
CUST05907,Male,45,0,No,Yes,7,Yes,Fiber optic,No,Yes,0,One year,Yes,Credit card,84.73,556.58,No
CUST05908,Male,70,1,Yes,Yes,13,Yes,No,No internet service,No internet service,4,Two year,Yes,Bank transfer,43.27,604.33,No
CUST05909,Female,64,1,Yes,Yes,7,Yes,Fiber optic,No,No,3,Month-to-month,Yes,Bank transfer,71.76,530.9,No
CUST05910,Female,48,0,Yes,No,15,Yes,Fiber optic,No,No,2,Month-to-month,Yes,Credit card,91.39,1478.35,No
CUST05911,Female,29,0,No,No,21,Yes,Fiber optic,No,Yes,0,Two year,No,Electronic check,84.43,1595.97,No
CUST05912,Female,37,0,No,No,44,Yes,DSL,No,No,1,Month-to-month,Yes,Bank transfer,56.07,2368.73,No
CUST05913,Male,57,0,Yes,No,72,Yes,Fiber optic,Yes,Yes,1,One year,Yes,Credit card,67.92,5277.12,No
CUST05914,Male,27,0,No,No,22,No,No,No internet service,No internet service,1,Month-to-month,No,Credit card,30.22,633.17,No
CUST05915,Male,48,0,No,Yes,39,Yes,No,No internet service,No internet service,0,One year,Yes,Electronic check,49.25,1845.03,No
CUST05916,Male,18,0,Yes,Yes,24,Yes,DSL,Yes,Yes,0,One year,No,Electronic check,62.29,1416.79,No
CUST05917,Male,36,0,No,No,13,Yes,DSL,No,No,1,Two year,Yes,Electronic check,67.05,842.45,No
CUST05918,Male,32,0,Yes,Yes,16,Yes,Fiber optic,No,Yes,3,One year,No,Mailed check,74.15,1231.81,No
CUST05919,Male,57,0,Yes,No,63,Yes,Fiber optic,No,No,2,Month-to-month,No,Electronic check,85.43,5711.4,No
CUST05920,Female,71,1,No,Yes,19,Yes,Fiber optic,No,No,2,Month-to-month,No,Bank transfer,84.73,1663.45,Yes
CUST05921,Female,26,0,Yes,No,70,Yes,DSL,No,Yes,1,One year,No,Electronic check,48.83,3608.48,Yes
CUST05922,Male,64,1,No,No,28,Yes,Fiber optic,No,No,0,One year,Yes,Bank transfer,79.91,2091.87,No
CUST05923,Male,56,0,Yes,No,29,Yes,DSL,No,Yes,1,Month-to-month,No,Credit card,56.66,1702.63,No
CUST05924,Male,74,1,No,No,55,Yes,DSL,No,No,5,Month-to-month,Yes,Electronic check,50.17,2704.4,No
CUST05925,Male,70,1,No,No,31,Yes,No,No internet service,No internet service,0,One year,Yes,Electronic check,39.76,1171.52,No
CUST05926,Female,23,0,No,Yes,2,Yes,DSL,Yes,No,4,Month-to-month,Yes,Electronic check,57.05,120.07,Yes
CUST05927,Female,61,1,No,No,15,Yes,DSL,No,No,0,One year,Yes,Credit card,64.97,958.0,Yes
CUST05928,Female,52,0,No,Yes,29,Yes,Fiber optic,No,No,1,Two year,Yes,Bank transfer,79.05,2367.6,No
CUST05929,Male,24,0,Yes,Yes,31,Yes,No,No internet service,No internet service,3,Month-to-month,Yes,Electronic check,20.03,601.97,No
CUST05930,Male,32,0,Yes,No,31,Yes,Fiber optic,Yes,Yes,6,Month-to-month,Yes,Mailed check,86.68,2809.73,Yes
CUST05931,Male,71,1,No,Yes,25,No,Fiber optic,No,Yes,4,Two year,Yes,Credit card,74.94,1895.61,No
CUST05932,Female,49,0,No,Yes,28,Yes,DSL,No,No,0,Month-to-month,Yes,Bank transfer,58.4,1599.66,No
CUST05933,Female,37,0,Yes,No,58,Yes,No,No internet service,No internet service,2,Two year,Yes,Mailed check,49.54,2633.36,No
CUST05934,Female,36,0,No,No,20,Yes,Fiber optic,No,Yes,3,Month-to-month,Yes,Electronic check,88.18,1829.16,Yes
CUST05935,Female,66,1,Yes,No,25,Yes,No,No internet service,No internet service,2,Month-to-month,Yes,Credit card,37.67,948.31,No
CUST05936,Female,34,0,Yes,Yes,47,No,Fiber optic,No,No,3,Month-to-month,Yes,Credit card,65.45,3175.22,No
CUST05937,Female,27,0,No,No,49,No,DSL,Yes,Yes,2,Month-to-month,Yes,Electronic check,32.27,1714.68,No
CUST05938,Male,51,0,No,No,11,Yes,DSL,Yes,No,0,Two year,Yes,Mailed check,62.45,651.76,No
CUST05939,Male,75,1,No,No,5,Yes,DSL,No,No,2,One year,Yes,Electronic check,69.29,366.22,No
CUST05940,Male,28,0,Yes,No,42,Yes,No,No internet service,No internet service,2,Month-to-month,Yes,Mailed check,46.71,1996.17,No
CUST05941,Male,32,0,Yes,No,35,Yes,Fiber optic,No,Yes,2,Month-to-month,Yes,Credit card,77.11,2764.57,Yes
CUST05942,Female,45,0,No,No,26,Yes,DSL,Yes,Yes,4,One year,No,Electronic check,57.65,1481.64,No
CUST05943,Male,29,0,Yes,No,45,Yes,DSL,No,Yes,2,Month-to-month,No,Electronic check,60.64,2818.57,No
CUST05944,Male,55,0,No,Yes,23,Yes,DSL,No,No,0,Month-to-month,Yes,Mailed check,47.7,1073.94,No
CUST05945,Male,32,0,Yes,No,34,Yes,No,No internet service,No internet service,3,One year,Yes,Electronic check,28.41,975.61,No
CUST05946,Female,25,0,Yes,Yes,19,Yes,Fiber optic,No,Yes,0,Month-to-month,Yes,Electronic check,78.48,1410.46,No
CUST05947,Female,33,0,Yes,No,15,Yes,Fiber optic,Yes,No,4,Month-to-month,Yes,Electronic check,89.69,1302.15,No
CUST05948,Male,71,1,Yes,No,22,No,DSL,No,No,1,Month-to-month,Yes,Mailed check,44.37,985.3,No
CUST05949,Male,72,1,Yes,Yes,8,Yes,Fiber optic,No,Yes,4,Month-to-month,Yes,Electronic check,80.62,630.5,No
CUST05950,Female,47,0,No,Yes,14,Yes,Fiber optic,No,No,2,Month-to-month,No,Credit card,91.47,1294.26,No
CUST05951,Female,41,0,No,No,26,Yes,DSL,Yes,No,2,Month-to-month,No,Credit card,62.85,1501.32,No
CUST05952,Female,65,1,Yes,No,34,Yes,Fiber optic,No,No,4,Month-to-month,Yes,Bank transfer,90.34,3073.78,Yes
CUST05953,Female,29,0,No,No,54,Yes,No,No internet service,No internet service,1,Two year,Yes,Electronic check,35.82,1927.4,No
CUST05954,Female,55,0,Yes,No,25,Yes,Fiber optic,No,No,2,Month-to-month,No,Electronic check,88.96,2200.13,Yes
CUST05955,Female,57,0,Yes,No,14,Yes,Fiber optic,Yes,Yes,1,One year,No,Bank transfer,73.24,1040.98,No
CUST05956,Female,59,0,No,No,10,Yes,DSL,No,No,1,Month-to-month,Yes,Bank transfer,55.01,577.81,Yes
CUST05957,Male,30,0,No,No,52,Yes,Fiber optic,Yes,No,1,Month-to-month,No,Electronic check,83.36,4762.43,No
CUST05958,Female,59,0,No,No,29,Yes,DSL,Yes,No,2,Month-to-month,Yes,Credit card,63.67,1798.79,No
CUST05959,Male,53,0,Yes,Yes,24,Yes,Fiber optic,Yes,No,4,One year,Yes,Bank transfer,68.12,1782.39,No
CUST05960,Male,68,1,Yes,Yes,30,Yes,DSL,Yes,No,2,Month-to-month,No,Electronic check,51.78,1697.77,Yes
CUST05961,Female,28,0,No,Yes,45,Yes,Fiber optic,Yes,No,5,Month-to-month,Yes,Credit card,78.97,3216.96,No
CUST05962,Male,53,0,No,No,64,Yes,DSL,No,No,2,One year,Yes,Bank transfer,48.99,3343.19,No
CUST05963,Male,66,1,No,No,9,Yes,Fiber optic,Yes,No,2,Month-to-month,Yes,Credit card,84.68,738.84,No
CUST05964,Female,34,0,No,Yes,23,Yes,No,No internet service,No internet service,3,Two year,Yes,Credit card,20.0,453.99,No
CUST05965,Male,61,1,Yes,No,42,Yes,Fiber optic,No,Yes,1,Month-to-month,Yes,Electronic check,78.2,3117.29,Yes
CUST05966,Female,23,0,No,No,9,Yes,Fiber optic,Yes,No,3,Two year,Yes,Mailed check,82.26,809.72,No
CUST05967,Male,59,0,No,No,72,Yes,Fiber optic,No,No,3,One year,Yes,Electronic check,86.54,6173.77,No
CUST05968,Female,53,0,Yes,No,22,No,Fiber optic,No,No,3,Month-to-month,Yes,Mailed check,86.09,2025.74,No
CUST05969,Female,29,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,1,Month-to-month,No,Electronic check,81.27,5545.02,Yes
CUST05970,Female,21,0,No,No,8,Yes,Fiber optic,No,Yes,2,Two year,No,Mailed check,65.27,507.16,No
CUST05971,Female,61,1,Yes,Yes,50,Yes,DSL,No,No,1,Month-to-month,Yes,Credit card,53.56,2692.16,No
CUST05972,Male,31,0,No,Yes,16,Yes,DSL,No,,3,Month-to-month,Yes,Electronic check,44.35,757.38,No
CUST05973,Female,46,0,No,Yes,27,Yes,Fiber optic,Yes,No,2,Month-to-month,Yes,Mailed check,106.91,2998.33,Yes
CUST05974,Female,21,0,Yes,No,40,Yes,Fiber optic,Yes,No,1,Month-to-month,No,Credit card,71.0,2949.41,No
CUST05975,Female,73,1,No,Yes,48,Yes,Fiber optic,No,No,2,Month-to-month,No,Mailed check,82.51,3706.9,No
CUST05976,Female,49,0,No,No,36,Yes,DSL,No,No,3,Month-to-month,Yes,Electronic check,69.82,2420.31,No
CUST05977,Female,72,1,Yes,No,26,Yes,Fiber optic,No,No,1,Two year,Yes,Mailed check,84.32,2149.04,No
CUST05978,Female,27,0,No,No,29,Yes,Fiber optic,No,No,0,Month-to-month,Yes,Electronic check,82.78,2496.17,No
CUST05979,Male,29,0,Yes,No,72,Yes,Fiber optic,No,No,0,One year,Yes,Mailed check,96.22,7314.26,No
CUST05980,Female,53,0,No,No,53,Yes,DSL,No,No,2,Two year,Yes,Mailed check,46.89,2488.65,No
CUST05981,Male,53,0,Yes,No,13,Yes,Fiber optic,No,No,3,Month-to-month,Yes,Electronic check,89.07,1176.38,No
CUST05982,Female,63,1,Yes,No,29,Yes,DSL,Yes,No,0,One year,Yes,Electronic check,54.98,1446.77,No
CUST05983,Female,71,1,No,No,37,Yes,DSL,No,No,3,Month-to-month,Yes,Electronic check,62.76,2472.54,No
CUST05984,Female,65,1,Yes,No,3,Yes,DSL,No,Yes,2,Month-to-month,Yes,Credit card,59.87,195.89,Yes
CUST05985,Male,26,0,Yes,Yes,57,Yes,Fiber optic,Yes,Yes,3,Month-to-month,No,Electronic check,70.26,4154.37,No
CUST05986,Male,35,0,Yes,No,14,No,Fiber optic,Yes,No,0,Month-to-month,Yes,Credit card,76.03,1025.15,No
CUST05987,Male,71,1,No,No,17,Yes,No,No internet service,No internet service,1,Month-to-month,No,Credit card,41.46,697.91,No
CUST05988,Female,49,0,No,No,11,Yes,DSL,No,Yes,1,Month-to-month,Yes,Bank transfer,38.19,449.95,No
CUST05989,Female,68,1,Yes,No,51,Yes,Fiber optic,No,No,2,Month-to-month,Yes,Credit card,90.94,4449.21,No
CUST05990,Male,50,0,Yes,No,41,Yes,DSL,Yes,Yes,1,Two year,No,Mailed check,46.39,1897.54,No
CUST05991,Male,20,0,Yes,No,52,Yes,DSL,Yes,Yes,2,Two year,Yes,Electronic check,58.51,2859.09,No
CUST05992,Male,45,0,No,No,68,No,No,No internet service,No internet service,1,One year,Yes,Electronic check,23.51,1505.86,No
CUST05993,Male,65,1,Yes,No,32,Yes,DSL,Yes,Yes,1,Month-to-month,No,Credit card,46.74,1347.84,No
CUST05994,Male,55,0,No,No,19,Yes,DSL,No,Yes,3,Two year,Yes,Credit card,52.3,961.94,No
CUST05995,Male,25,0,No,No,32,Yes,Fiber optic,Yes,No,0,Two year,Yes,Credit card,94.58,3198.04,No
CUST05996,Male,30,0,No,Yes,17,Yes,DSL,No,No,1,One year,No,Mailed check,57.51,1014.32,No
CUST05997,Male,67,1,No,No,39,Yes,Fiber optic,Yes,No,3,One year,Yes,Electronic check,80.99,3285.26,No
CUST05998,Male,74,1,Yes,Yes,58,Yes,DSL,No,No,2,Month-to-month,Yes,Electronic check,70.44,3713.03,No
CUST05999,Female,61,1,No,No,14,Yes,DSL,Yes,No,1,Two year,No,Credit card,60.16,827.97,No
CUST06000,Female,23,0,Yes,Yes,32,Yes,DSL,Yes,No,2,Month-to-month,No,Electronic check,58.16,1860.82,No
CUST06001,Female,53,0,No,Yes,25,Yes,DSL,No,Yes,1,One year,Yes,Bank transfer,48.56,1102.49,No
CUST06002,Female,66,1,Yes,No,27,Yes,Fiber optic,No,No,0,Month-to-month,Yes,Credit card,92.53,2577.02,No
CUST06003,Male,55,0,Yes,Yes,50,Yes,Fiber optic,No,No,1,Month-to-month,No,Credit card,91.29,4407.58,No
CUST06004,Female,52,0,Yes,No,37,Yes,DSL,Yes,No,3,Two year,Yes,Mailed check,53.39,1982.42,No
CUST06005,Female,45,0,Yes,No,23,Yes,DSL,Yes,No,1,One year,No,Mailed check,56.48,1186.1,No
CUST06006,Male,32,0,No,Yes,25,Yes,No,No internet service,No internet service,3,One year,No,Bank transfer,40.18,1034.38,Yes
CUST06007,Male,34,0,No,No,29,Yes,DSL,Yes,No,5,Month-to-month,Yes,Mailed check,64.95,1902.55,Yes
CUST06008,Male,61,1,Yes,Yes,28,Yes,Fiber optic,Yes,No,2,Month-to-month,Yes,Electronic check,64.89,1938.95,Yes
CUST06009,Female,22,0,No,No,29,Yes,DSL,Yes,No,4,Month-to-month,Yes,Electronic check,62.77,1733.18,Yes
CUST06010,Female,22,0,No,No,45,Yes,DSL,No,No,1,Two year,No,Electronic check,59.75,2573.07,No
CUST06011,Male,41,0,Yes,No,11,Yes,DSL,No,Yes,3,Month-to-month,No,Electronic check,59.46,705.77,No
CUST06012,Female,62,1,Yes,No,38,No,DSL,No,Yes,2,Month-to-month,Yes,Electronic check,55.74,1963.55,No
CUST06013,Male,56,0,No,No,40,Yes,DSL,No,Yes,2,Month-to-month,No,Credit card,48.06,1796.1,No
CUST06014,Female,52,0,Yes,No,72,Yes,No,No internet service,No internet service,2,Month-to-month,Yes,Bank transfer,53.96,3540.9,No
CUST06015,Male,48,0,No,No,26,Yes,Fiber optic,No,No,2,Month-to-month,Yes,Credit card,70.61,1698.89,No
CUST06016,Female,24,0,Yes,No,37,Yes,DSL,No,No,0,One year,No,Bank transfer,59.71,2239.98,No
CUST06017,Male,37,0,Yes,No,50,Yes,Fiber optic,No,No,3,Two year,Yes,Bank transfer,85.05,4179.07,No
CUST06018,Female,22,0,No,No,37,Yes,No,No internet service,No internet service,1,Month-to-month,No,Mailed check,38.51,1423.48,No
CUST06019,Male,61,1,No,No,5,Yes,Fiber optic,Yes,No,1,Month-to-month,Yes,Bank transfer,92.53,437.49,No
CUST06020,Female,61,1,No,Yes,6,Yes,DSL,Yes,Yes,0,Two year,Yes,Electronic check,60.18,328.09,No
CUST06021,Male,32,0,Yes,No,24,Yes,DSL,No,Yes,5,Month-to-month,Yes,Bank transfer,57.09,1292.3,No
CUST06022,Female,34,0,No,Yes,28,Yes,Fiber optic,No,Yes,1,One year,Yes,Bank transfer,77.56,2113.03,No
CUST06023,Female,36,0,No,Yes,34,Yes,Fiber optic,Yes,Yes,0,Month-to-month,Yes,Mailed check,73.44,2625.83,Yes
CUST06024,Female,69,1,No,No,10,Yes,DSL,Yes,Yes,1,Month-to-month,No,Bank transfer,41.66,384.76,No
CUST06025,Male,46,0,No,Yes,41,Yes,Fiber optic,No,No,3,Month-to-month,Yes,Credit card,82.81,3078.82,No
CUST06026,Female,62,1,No,No,10,No,Fiber optic,Yes,No,1,Month-to-month,Yes,Mailed check,75.67,821.64,Yes
CUST06027,Male,44,0,No,No,36,Yes,DSL,No,Yes,4,Month-to-month,Yes,Electronic check,40.43,1383.44,Yes
CUST06028,Male,58,0,No,Yes,13,Yes,DSL,No,No,2,Month-to-month,No,Electronic check,67.26,909.34,No
CUST06029,Male,48,0,No,Yes,40,Yes,Fiber optic,No,No,4,Month-to-month,Yes,Credit card,78.96,3126.98,No
CUST06030,Male,34,0,No,Yes,50,Yes,DSL,No,No,2,Two year,Yes,Credit card,65.59,3208.89,No
CUST06031,Female,68,1,No,No,15,Yes,DSL,No,Yes,1,Month-to-month,Yes,Credit card,53.82,805.77,No
CUST06032,Male,59,0,No,Yes,36,Yes,Fiber optic,No,Yes,3,Month-to-month,No,Bank transfer,65.29,2154.85,No
CUST06033,Female,62,1,Yes,No,31,Yes,Fiber optic,No,No,1,Month-to-month,Yes,Credit card,77.23,2613.28,No
CUST06034,Female,72,1,Yes,No,15,Yes,DSL,Yes,Yes,3,Month-to-month,Yes,Bank transfer,45.77,675.71,No
CUST06035,Male,32,0,Yes,No,10,Yes,Fiber optic,Yes,No,3,Month-to-month,Yes,Electronic check,81.04,800.14,Yes
CUST06036,Female,23,0,No,Yes,42,Yes,No,No internet service,No internet service,5,Month-to-month,Yes,Electronic check,44.57,1696.24,No
CUST06037,Male,51,0,Yes,No,72,Yes,Fiber optic,Yes,No,0,One year,Yes,Credit card,86.8,6780.3,No
CUST06038,Male,36,0,Yes,No,23,Yes,DSL,Yes,Yes,0,Month-to-month,Yes,Credit card,45.26,1083.77,No
CUST06039,Female,43,0,No,No,5,Yes,DSL,Yes,No,4,Month-to-month,Yes,Electronic check,66.6,301.24,No
